"","filename","trialID","director","speaker","trial_value","trial_start","trial_end","trial_length","sign_start","sign_end","sign_length","sign_value","sign_notes","iconic","signOrigin","T0Check","TryMarked","Indexicality","Teach","T_minus_1","T0","week","session","part1","part2","speakerName","inventedBy","IX","OS","LW","SE","freq_week_1_total","freq_week_4_total","freq_week4_withinColour","prop_week4_withinColour"
"133","Colour_game_01_1_Jordan-India_After_one_week.eaf",29,2,2,"3",1134102,1139742,5640,1136406,1136817,411,"RED(FRONTLET)","OS",NA,NA,FALSE,FALSE,"No",FALSE,FALSE,FALSE,1,"1","Jordan","India","India","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,NA,NA
"107","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1270596,1271067,471,"YELLOW(ISL)","OS",NA,"ISL",FALSE,FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"1","Jordan","India","India","India",FALSE,TRUE,FALSE,FALSE,7,9,0,0
"108","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1273112,1273552,440,"YELLOW(ISL)","OS",NA,"ISL",FALSE,FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"1","Jordan","India","India","India",FALSE,TRUE,FALSE,FALSE,7,9,0,0
"109","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1273735,1274894,1159,"LEMON","LW",NA,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,1,"1","Jordan","India","India","Indonesia",FALSE,FALSE,TRUE,FALSE,6,0,0,0
"110","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1276600,1277064,464,"L","fs",NA,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,1,"1","Jordan","India","India","India",FALSE,FALSE,FALSE,FALSE,1,0,0,0
"111","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1277624,1277846,222,"SIGNING",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","India","India",FALSE,FALSE,FALSE,FALSE,6,2,0,0
"112","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1277846,1278090,244,"LEMON","LW",NA,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,1,"1","Jordan","India","India","Indonesia",FALSE,FALSE,TRUE,FALSE,6,0,0,0
"113","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1278919,1279471,552,"SUN","LW",NA,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,1,"1","Jordan","India","India","Indonesia",FALSE,FALSE,TRUE,FALSE,5,0,0,0
"114","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1279578,1279885,307,"DIFFERENT",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","India","Indonesia",FALSE,FALSE,FALSE,FALSE,5,0,0,0
"115","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1279911,1281176,1265,"LEMON","LW",NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","India","Indonesia",FALSE,FALSE,TRUE,FALSE,6,0,0,0
"116","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1281353,1281775,422,"SAME",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","India","Jordan",FALSE,FALSE,FALSE,FALSE,28,8,0,0
"119","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,1,"18",1270518,1285676,15158,1282456,1283005,549,"EAT",NA,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,TRUE,1,"1","Jordan","India","Jordan","Nepal",FALSE,FALSE,FALSE,FALSE,4,0,0,0
"120","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,1,"18",1270518,1285676,15158,1283005,1283643,638,"LEMON","LW",NA,NA,TRUE,FALSE,NA,FALSE,FALSE,TRUE,1,"1","Jordan","India","Jordan","Indonesia",FALSE,FALSE,TRUE,FALSE,6,0,0,0
"117","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1283465,1285093,1628,"FLOOR","IX",NA,NA,FALSE,FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"1","Jordan","India","India","India",TRUE,FALSE,FALSE,FALSE,1,0,0,0
"121","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,1,"18",1270518,1285676,15158,1285297,1285626,329,"BRIGHT",NA,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,TRUE,1,"1","Jordan","India","Jordan","Indonesia",FALSE,FALSE,FALSE,FALSE,23,4,0,0
"118","Colour_game_01_1_Jordan-India_After_one_week.eaf",21,2,2,"18",1270518,1285676,15158,1285308,1285536,228,"BRIGHT",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","India","Indonesia",FALSE,FALSE,FALSE,FALSE,23,4,0,0
"10","Colour_game_01_1_Jordan-India_After_one_week.eaf",10,1,1,"21",1341127,1471692,130565,1362558,1381209,18651,"ORANGE",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","Jordan","Nepal",FALSE,FALSE,FALSE,FALSE,6,4,NA,NA
"11","Colour_game_01_1_Jordan-India_After_one_week.eaf",10,1,1,"21",1341127,1471692,130565,1386061,1396100,10039,"ORANGE",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","Jordan","Nepal",FALSE,FALSE,FALSE,FALSE,6,4,NA,NA
"17","Colour_game_01_1_Jordan-India_After_one_week.eaf",10,1,2,"21",1341127,1471692,130565,1398398,1404200,5802,"ORANGE",NA,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,TRUE,1,"1","Jordan","India","India","Nepal",FALSE,FALSE,FALSE,FALSE,6,4,NA,NA
"18","Colour_game_01_1_Jordan-India_After_one_week.eaf",10,1,2,"21",1341127,1471692,130565,1404399,1408949,4550,"ORANGE",NA,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,TRUE,1,"1","Jordan","India","India","Nepal",FALSE,FALSE,FALSE,FALSE,6,4,NA,NA
"12","Colour_game_01_1_Jordan-India_After_one_week.eaf",10,1,1,"21",1341127,1471692,130565,1409394,1413679,4285,"ORANGE",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","Jordan","Nepal",FALSE,FALSE,FALSE,FALSE,6,4,NA,NA
"19","Colour_game_01_1_Jordan-India_After_one_week.eaf",10,1,2,"21",1341127,1471692,130565,1419165,1429087,9922,"PEEL",NA,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,TRUE,1,"1","Jordan","India","India","India",FALSE,FALSE,FALSE,FALSE,1,2,NA,NA
"13","Colour_game_01_1_Jordan-India_After_one_week.eaf",10,1,1,"21",1341127,1471692,130565,1428042,1438000,9958,"첫번째 밝은 것 두번째 어두운 것인데 두번째야",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,1,0,NA,NA
"14","Colour_game_01_1_Jordan-India_After_one_week.eaf",10,1,1,"21",1341127,1471692,130565,1442261,1446219,3958,"아까 말했듯이 오렌지색",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,1,0,NA,NA
"15","Colour_game_01_1_Jordan-India_After_one_week.eaf",10,1,1,"21",1341127,1471692,130565,1466700,1469966,3266,"두번째야",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,1,0,NA,NA
"21","Colour_game_01_1_Jordan-India_After_one_week.eaf",10,1,2,"21",1341127,1471692,130565,1467500,1470400,2900,"두번째로 어두운 것",NA,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,TRUE,1,"1","Jordan","India","India","India",FALSE,FALSE,FALSE,FALSE,1,0,NA,NA
"140","Colour_game_01_1_Jordan-India_After_one_week.eaf",35,2,2,"12",1474596,1551896,77300,1486264,1493451,7187,"IX-SKY",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","India","India",FALSE,FALSE,FALSE,FALSE,1,0,NA,NA
"143","Colour_game_01_1_Jordan-India_After_one_week.eaf",35,2,1,"12",1474596,1551896,77300,1490220,1496688,6468,"SKY+SEA",NA,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,TRUE,1,"1","Jordan","India","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,1,0,NA,NA
"144","Colour_game_01_1_Jordan-India_After_one_week.eaf",35,2,1,"12",1474596,1551896,77300,1497500,1504000,6500,"첫째로 하늘 둘째 바다 셋째 어두운 것으로 셋째",NA,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,TRUE,1,"1","Jordan","India","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,1,0,NA,NA
"145","Colour_game_01_1_Jordan-India_After_one_week.eaf",35,2,1,"12",1474596,1551896,77300,1544628,1551250,6622,"하얀색이라고 하지말아. 그냥 하늘색이지",NA,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,TRUE,1,"1","Jordan","India","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,1,0,NA,NA
"142","Colour_game_01_1_Jordan-India_After_one_week.eaf",35,2,2,"12",1474596,1551896,77300,1549500,1551553,2053,"YES",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","India","India",FALSE,FALSE,FALSE,FALSE,3,0,NA,NA
"42","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,2,"8",1646430,1691859,45429,1652244,1659400,7156,"TREE",NA,NA,NA,FALSE,FALSE,"No",FALSE,FALSE,FALSE,1,"1","Jordan","India","India","Nepal",FALSE,FALSE,FALSE,FALSE,6,0,NA,NA
"45","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,1,"8",1646430,1691859,45429,1658488,1661851,3363,"BLACK",NA,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,TRUE,1,"1","Jordan","India","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,19,19,NA,NA
"43","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,2,"8",1646430,1691859,45429,1661851,1666833,4982,"BOOGER",NA,NA,NA,FALSE,FALSE,"No",FALSE,FALSE,FALSE,1,"1","Jordan","India","India","India",FALSE,FALSE,FALSE,FALSE,3,0,NA,NA
"46","Colour_game_01_1_Jordan-India_After_one_week.eaf",17,2,1,"8",1646430,1691859,45429,1666242,1668765,2523,"BOOGER",NA,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,TRUE,1,"1","Jordan","India","Jordan","India",FALSE,FALSE,FALSE,FALSE,3,0,NA,NA
"7","Colour_game_01_1_Jordan-India_After_one_week.eaf",8,1,1,"14",1741805,1744745,2940,1741962,1743205,1243,"PLANTS","LW",NA,NA,FALSE,FALSE,"No",FALSE,FALSE,FALSE,1,"1","Jordan","India","Jordan","Indonesia",FALSE,FALSE,TRUE,FALSE,6,0,0,0
"8","Colour_game_01_1_Jordan-India_After_one_week.eaf",8,1,1,"14",1741805,1744745,2940,1743205,1744685,1480,"FOREST","IX",NA,NA,FALSE,FALSE,"Yes",FALSE,FALSE,FALSE,1,"1","Jordan","India","Jordan","Indonesia",TRUE,FALSE,FALSE,FALSE,5,0,0,0
"47","Colour_game_01_1_Jordan-India_After_one_week.eaf",18,2,2,"14",1766948,1767375,427,1766969,1767325,356,"GREEN-CHEST","OS",NA,"ISL",FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","India","Indonesia",FALSE,TRUE,FALSE,FALSE,16,8,0,0
"22","Colour_game_01_1_Jordan-India_After_one_week.eaf",11,1,1,"22",1790430,1889866,99436,1808252,1823184,14932,"3가지가 있어 맞지",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,1,0,NA,NA
"27","Colour_game_01_1_Jordan-India_After_one_week.eaf",11,1,1,"22",1790430,1889866,99436,1884505,1890038,5533,"그럼 첫째 딱맞은 것 2째 약간 어둡게 그치 그거야",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,1,0,NA,NA
"134","Colour_game_01_1_Jordan-India_After_one_week.eaf",31,2,2,"22",1892957,1897298,4341,1892957,1897298,4341,"SAME",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","India","Jordan",FALSE,FALSE,FALSE,FALSE,28,8,NA,NA
"123","Colour_game_01_1_Jordan-India_After_one_week.eaf",22,2,2,"5",2028919,2038869,9950,2029812,2031141,1329,"DARK",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","India","India",FALSE,FALSE,FALSE,FALSE,25,4,0,0
"124","Colour_game_01_1_Jordan-India_After_one_week.eaf",22,2,2,"5",2028919,2038869,9950,2031152,2031709,557,"BLACK","OS",NA,NA,FALSE,FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"1","Jordan","India","India","Jordan",FALSE,TRUE,FALSE,FALSE,19,19,0,0
"125","Colour_game_01_1_Jordan-India_After_one_week.eaf",22,2,2,"5",2028919,2038869,9950,2031983,2034400,2417,"DARK",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","India","India",FALSE,FALSE,FALSE,FALSE,25,4,0,0
"127","Colour_game_01_1_Jordan-India_After_one_week.eaf",22,2,1,"5",2028919,2038869,9950,2034381,2035849,1468,"DARK",NA,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,TRUE,1,"1","Jordan","India","Jordan","India",FALSE,FALSE,FALSE,FALSE,25,4,0,0
"126","Colour_game_01_1_Jordan-India_After_one_week.eaf",22,2,2,"5",2028919,2038869,9950,2035000,2036000,1000,"DARK",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"1","Jordan","India","India","India",FALSE,FALSE,FALSE,FALSE,25,4,0,0
"128","Colour_game_01_1_Jordan-India_After_one_week.eaf",22,2,1,"5",2028919,2038869,9950,2036509,2038636,2127,"BOOGER","OS",NA,NA,TRUE,FALSE,"No",FALSE,FALSE,TRUE,1,"1","Jordan","India","Jordan","India",FALSE,TRUE,FALSE,FALSE,3,0,0,0
"293","Colour_game_01_2_Nepal-India_After_one_week.eaf",1,1,1,"18",10583,24166,13583,10570,12810,2240,"YELLOW-CHEST","OS",NA,"NSL",FALSE,FALSE,"No",FALSE,TRUE,FALSE,1,"2","Nepal","India","Nepal","Nepal",FALSE,TRUE,FALSE,FALSE,12,0,0,0
"304","Colour_game_01_2_Nepal-India_After_one_week.eaf",1,1,2,"18",10583,24166,13583,12304,13730,1426,"GREEN-CHEST","OS",NA,"ISL",TRUE,FALSE,"No",FALSE,FALSE,TRUE,1,"2","Nepal","India","India","Indonesia",FALSE,TRUE,FALSE,FALSE,16,8,0,0
"294","Colour_game_01_2_Nepal-India_After_one_week.eaf",1,1,1,"18",10583,24166,13583,12810,13440,630,"GREEN-CHEST","OS",NA,"ISL",FALSE,FALSE,"No",FALSE,FALSE,FALSE,1,"2","Nepal","India","Nepal","Indonesia",FALSE,TRUE,FALSE,FALSE,16,8,0,0
"295","Colour_game_01_2_Nepal-India_After_one_week.eaf",1,1,1,"18",10583,24166,13583,13440,13942,502,"GREEN-NSL","OS",NA,"NSL",FALSE,FALSE,"No",FALSE,FALSE,FALSE,1,"2","Nepal","India","Nepal","Indonesia",FALSE,TRUE,FALSE,FALSE,13,0,0,0
"297","Colour_game_01_2_Nepal-India_After_one_week.eaf",1,1,1,"18",10583,24166,13583,15063,15442,379,"FOREST","IX",NA,NA,FALSE,FALSE,"Yes",FALSE,FALSE,FALSE,1,"2","Nepal","India","Nepal","Indonesia",TRUE,FALSE,FALSE,FALSE,5,0,0,0
"298","Colour_game_01_2_Nepal-India_After_one_week.eaf",1,1,1,"18",10583,24166,13583,15442,16035,593,"TREE","LW",NA,"",FALSE,FALSE,"No",FALSE,FALSE,FALSE,1,"2","Nepal","India","Nepal","Nepal",FALSE,FALSE,TRUE,FALSE,6,0,0,0
"299","Colour_game_01_2_Nepal-India_After_one_week.eaf",1,1,1,"18",10583,24166,13583,16035,16560,525,"GREEN-NSL","OS",NA,"NSL",FALSE,FALSE,"No",FALSE,FALSE,FALSE,1,"2","Nepal","India","Nepal","Indonesia",FALSE,TRUE,FALSE,FALSE,13,0,0,0
"301","Colour_game_01_2_Nepal-India_After_one_week.eaf",1,1,1,"18",10583,24166,13583,17163,17501,338,"GREEN-CHEST","OS",NA,"ISL",FALSE,FALSE,"No",FALSE,FALSE,FALSE,1,"2","Nepal","India","Nepal","Indonesia",FALSE,TRUE,FALSE,FALSE,16,8,0,0
"302","Colour_game_01_2_Nepal-India_After_one_week.eaf",1,1,1,"18",10583,24166,13583,17501,18582,1081,"COLOR",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"2","Nepal","India","Nepal","Jordan",FALSE,FALSE,FALSE,FALSE,2,0,0,0
"303","Colour_game_01_2_Nepal-India_After_one_week.eaf",1,1,1,"18",10583,24166,13583,18582,20679,2097,"BRIGHT",NA,NA,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,1,"2","Nepal","India","Nepal","Indonesia",FALSE,FALSE,FALSE,FALSE,23,4,0,0
"305","Colour_game_01_2_Nepal-India_After_one_week.eaf",1,1,2,"18",10583,24166,13583,21482,24112,2630,"GREEN-CHEST","OS",NA,"ISL",TRUE,FALSE,"No",FALSE,FALSE,TRUE,1,"2","Nepal","India","India","Indonesia",FALSE,TRUE,FALSE,FALSE,16,8,0,0
"356","Colour_game_01_2_Nepal-India_After_one_week.eaf",35,2,2,"1",26234,35146,8912,26340,26986,646,"RED(FRONTLET)","OS",NA,NA,FALSE,FALSE,"No",FALSE,TRUE,FALSE,1,"2","Nepal","India","India","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,0,0
"357","Colour_game_01_2_Nepal-India_After_one_week.eaf",35,2,2,"1",26234,35146,8912,27164,27864,700,"RED(MOUTH)","OS",NA,NA,FALSE,FALSE,"Yes-body",FALSE,TRUE,FALSE,1,"2","Nepal","India","India","Nepal",FALSE,TRUE,FALSE,FALSE,26,18,0,0
"358","Colour_game_01_2_Nepal-India_After_one_week.eaf",35,2,2,"1",26234,35146,8912,27864,28526,662,"RED(IMOUTH)","OS",NA,NA,FALSE,FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Nepal","India","India","India",FALSE,TRUE,FALSE,FALSE,1,0,0,0
"359","Colour_game_01_2_Nepal-India_After_one_week.eaf",35,2,2,"1",26234,35146,8912,28526,28955,429,"RED(FRONTLET)","OS",NA,NA,FALSE,FALSE,"No",FALSE,FALSE,FALSE,1,"2","Nepal","India","India","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,0,0
"360","Colour_game_01_2_Nepal-India_After_one_week.eaf",35,2,2,"1",26234,35146,8912,28955,30271,1316,"PRAYER",NA,NA,NA,FALSE,FALSE,NA,FALSE,TRUE,FALSE,1,"2","Nepal","India","India","India",FALSE,FALSE,FALSE,FALSE,1,0,0,0
"361","Colour_game_01_2_Nepal-India_After_one_week.eaf",35,2,2,"1",26234,35146,8912,30271,30685,414,"RED(MOUTH)","OS",NA,NA,FALSE,FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Nepal","India","India","Nepal",FALSE,TRUE,FALSE,FALSE,26,18,0,0
"362","Colour_game_01_2_Nepal-India_After_one_week.eaf",35,2,2,"1",26234,35146,8912,30685,31658,973,"RED(MOUTH)","OS",NA,NA,FALSE,FALSE,"Yes-body",FALSE,TRUE,FALSE,1,"2","Nepal","India","India","Nepal",FALSE,TRUE,FALSE,FALSE,26,18,0,0
"363","Colour_game_01_2_Nepal-India_After_one_week.eaf",35,2,2,"1",26234,35146,8912,31658,33533,1875,"RED(FRONTLET)","OS",NA,NA,FALSE,FALSE,"No",FALSE,TRUE,FALSE,1,"2","Nepal","India","India","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,0,0
"365","Colour_game_01_2_Nepal-India_After_one_week.eaf",35,2,1,"1",26234,35146,8912,33480,35066,1586,"RED-BLOOD","LW",NA,NA,TRUE,FALSE,"No",FALSE,FALSE,TRUE,1,"2","Nepal","India","Nepal","Nepal",FALSE,FALSE,TRUE,FALSE,3,0,0,0
"364","Colour_game_01_2_Nepal-India_After_one_week.eaf",35,2,2,"1",26234,35146,8912,34879,35179,300,"RED-BLOOD","LW",NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"2","Nepal","India","India","Nepal",FALSE,FALSE,TRUE,FALSE,3,0,0,0
"325","Colour_game_01_2_Nepal-India_After_one_week.eaf",27,2,2,"7",59146,60906,1760,59168,60878,1710,"BLACK","OS",NA,NA,FALSE,FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Nepal","India","India","Jordan",FALSE,TRUE,FALSE,FALSE,19,19,0,0
"256","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",3,1,1,"18",118731,130558,11827,118812,121360,2548,"YELLOW(ISL)","OS",NA,"ISL",FALSE,FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","Jordan","India",FALSE,TRUE,FALSE,FALSE,7,9,0,0
"257","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",3,1,1,"18",118731,130558,11827,121360,123365,2005,"BRIGHT",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","Jordan","Indonesia",FALSE,FALSE,FALSE,FALSE,23,4,0,0
"262","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",3,1,2,"18",118731,130558,11827,122847,123539,692,"BRIGHT",NA,NA,NA,TRUE,FALSE,NA,FALSE,FALSE,TRUE,1,"2","Jordan","Indonesia","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,23,4,0,0
"258","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",3,1,1,"18",118731,130558,11827,125081,125935,854,"SAME",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,28,8,0,0
"259","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",3,1,1,"18",118731,130558,11827,125935,128456,2521,"LW:CAP(POLICE)'S LW:BOLD PATTRN OF DRESS",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,1,0,0,0
"260","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",3,1,1,"18",118731,130558,11827,128456,129722,1266,"DRIVE","LW",NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","Jordan","Jordan",FALSE,FALSE,TRUE,FALSE,1,0,0,0
"261","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",3,1,1,"18",118731,130558,11827,129722,130498,776,"BRIGHT",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","Jordan","Indonesia",FALSE,FALSE,FALSE,FALSE,23,4,0,0
"292","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",35,2,2,"1",135972,138137,2165,136420,137880,1460,"RED-BLOOD","LW",NA,NA,FALSE,FALSE,"No",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","Indonesia","Nepal",FALSE,FALSE,TRUE,FALSE,3,0,0,0
"266","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",21,2,2,"7",161403,165995,4592,161403,162934,1531,"BLACK","OS",NA,NA,FALSE,FALSE,"Yes-body",FALSE,FALSE,FALSE,1,"2","Jordan","Indonesia","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,19,19,0,0
"267","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",21,2,2,"7",161403,165995,4592,163000,164983,1983,"BLACK","OS",NA,NA,FALSE,FALSE,"Yes-body",FALSE,TRUE,FALSE,1,"2","Jordan","Indonesia","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,19,19,0,0
"268","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",21,2,1,"7",161403,165995,4592,163159,165435,2276,"BLACK","OS",NA,NA,TRUE,FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"2","Jordan","Indonesia","Jordan","Jordan",FALSE,TRUE,FALSE,FALSE,19,19,0,0
"269","Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf",21,2,1,"7",161403,165995,4592,165435,165967,532,"'BLANK'","MOUTHING",NA,NA,TRUE,FALSE,NA,FALSE,FALSE,TRUE,1,"2","Jordan","Indonesia","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,1,0,0,0
"342","Colour_game_01_2_Nepal-India_After_one_week.eaf",34,2,2,"12",186455,205335,18880,192245,192611,366,"SAME",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"2","Nepal","India","India","Jordan",FALSE,FALSE,FALSE,FALSE,28,8,NA,NA
"343","Colour_game_01_2_Nepal-India_After_one_week.eaf",34,2,2,"12",186455,205335,18880,192611,192934,323,"SKY","IX",NA,NA,FALSE,FALSE,"Yes",FALSE,FALSE,FALSE,1,"2","Nepal","India","India","India",TRUE,FALSE,FALSE,FALSE,6,0,NA,NA
"344","Colour_game_01_2_Nepal-India_After_one_week.eaf",34,2,2,"12",186455,205335,18880,192934,194177,1243,"SKY",NA,NA,NA,FALSE,FALSE,"No",FALSE,FALSE,FALSE,1,"2","Nepal","India","India","India",FALSE,FALSE,FALSE,FALSE,6,0,NA,NA
"345","Colour_game_01_2_Nepal-India_After_one_week.eaf",34,2,2,"12",186455,205335,18880,196151,197341,1190,"SAME",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"2","Nepal","India","India","Jordan",FALSE,FALSE,FALSE,FALSE,28,8,NA,NA
"347","Colour_game_01_2_Nepal-India_After_one_week.eaf",34,2,2,"12",186455,205335,18880,199133,199427,294,"SEA",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"2","Nepal","India","India","Indonesia",FALSE,FALSE,FALSE,FALSE,3,0,NA,NA
"348","Colour_game_01_2_Nepal-India_After_one_week.eaf",34,2,2,"12",186455,205335,18880,199427,200422,995,"DARK",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"2","Nepal","India","India","India",FALSE,FALSE,FALSE,FALSE,25,4,NA,NA
"349","Colour_game_01_2_Nepal-India_After_one_week.eaf",34,2,2,"12",186455,205335,18880,200527,201208,681,"NOT",NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,"2","Nepal","India","India","India",FALSE,FALSE,FALSE,FALSE,3,0,NA,NA
